,Year,Month,Day,Hour,Temperature,Pressure
7042,2011,8,7,22,1.7,1018.9
7043,2011,8,7,23,1.8,1018.8
7044,2011,8,8,0,1.9,1018.6
7045,2011,8,8,1,1.8,1018.2
7046,2011,8,8,2,2.3,1017.5
7047,2011,8,8,3,2.4,1017.2
7048,2011,8,8,4,1.9,1016.9
7049,2011,8,8,5,1.2,1016.7
7050,2011,8,8,6,1.5,1016.1
7051,2011,8,8,7,2.5,1015.5
7052,2011,8,8,8,2.8,1014.9
7053,2011,8,8,9,2.8,1014.0
7054,2011,8,8,10,2.0,1013.9
7055,2011,8,8,11,2.5,1013.5
7056,2011,8,8,13,3.3,1012.6
7057,2011,8,8,14,3.5,1012.1
7058,2011,8,8,16,3.9,1011.5
7059,2011,8,8,17,3.5,1011.3
7060,2011,8,8,18,3.1,1011.2
7061,2011,8,8,19,2.5,1010.9
7062,2011,8,8,20,2.0,1010.8
7063,2011,8,8,22,1.9,1010.6
7064,2011,8,8,23,2.1,1010.1
7065,2011,8,9,0,1.8,1009.9
7066,2011,8,9,1,1.9,1009.7
7067,2011,8,9,2,1.8,1009.3
7068,2011,8,9,3,1.7,1009.0
7069,2011,8,9,4,1.9,1008.9
7070,2011,8,9,5,1.9,1008.8
7071,2011,8,9,6,1.6,1008.9
7072,2011,8,9,7,1.2,1008.8
7073,2011,8,9,8,1.2,1008.9
7074,2011,8,9,9,0.9,1009.2
7075,2011,8,9,10,0.8,1009.6
7076,2011,8,9,11,0.9,1009.8
7077,2011,8,9,12,1.0,1009.7
7078,2011,8,9,13,0.9,1009.9
7079,2011,8,9,14,1.0,1010.0
7080,2011,8,9,15,1.1,1010.1
7081,2011,8,9,16,1.0,1010.2
7082,2011,8,9,17,1.3,1010.2
7083,2011,8,9,18,1.1,1010.2
7084,2011,8,9,19,1.4,1010.2
7085,2011,8,9,20,1.3,1010.2
7086,2011,8,9,21,1.2,1010.2
7087,2011,8,9,22,1.0,1010.1
7088,2011,8,9,23,0.6,1010.0
7089,2011,8,10,0,0.5,1009.5
7090,2011,8,10,1,0.4,1009.5
7091,2011,8,10,2,0.5,1008.9
7092,2011,8,10,3,0.9,1008.9
7093,2011,8,10,4,1.0,1008.4
7094,2011,8,10,5,1.2,1008.0
7095,2011,8,10,6,1.0,1007.9
7096,2011,8,10,7,1.0,1007.5
7097,2011,8,10,8,0.8,1007.3
7098,2011,8,10,9,1.2,1006.6
7099,2011,8,10,10,1.5,1006.1
7100,2011,8,10,11,1.1,1005.5
7101,2011,8,10,12,1.3,1004.5
7102,2011,8,10,13,1.4,1003.8
7103,2011,8,10,14,1.3,1002.9
7104,2011,8,10,15,1.0,1002.0
7105,2011,8,10,16,1.2,1000.8
7106,2011,8,10,17,1.1,999.7
7107,2011,8,10,18,1.0,998.4
7108,2011,8,10,19,1.0,997.0
7109,2011,8,10,20,1.2,996.1
7110,2011,8,10,21,1.3,994.9
7111,2011,8,10,22,1.2,993.9
7112,2011,8,10,23,1.2,992.8
7113,2011,8,11,0,1.2,991.3
7114,2011,8,11,1,1.4,990.0
7115,2011,8,11,2,1.3,988.5
7116,2011,8,11,3,1.3,987.6
7117,2011,8,11,4,1.3,986.7
7118,2011,8,11,5,1.4,985.9
7119,2011,8,11,6,1.5,985.7
7120,2011,8,11,7,1.5,985.4
7121,2011,8,11,8,1.8,985.1
7122,2011,8,11,9,2.4,984.8
7123,2011,8,11,10,2.5,984.9
7124,2011,8,11,11,2.4,985.0
7125,2011,8,11,12,2.3,984.9
7126,2011,8,11,13,2.4,985.1
7127,2011,8,11,14,2.2,985.4
7128,2011,8,11,15,2.7,985.5
7129,2011,8,11,16,2.3,985.8
7130,2011,8,11,17,1.7,986.1
7131,2011,8,11,18,1.5,986.3
7132,2011,8,11,19,1.6,986.4
7133,2011,8,11,20,1.9,986.5
7134,2011,8,11,21,2.0,986.8
7135,2011,8,11,22,2.1,987.2
7136,2011,8,11,23,2.4,987.8
7137,2011,8,12,0,2.7,988.4
7138,2011,8,12,1,2.3,988.6
7139,2011,8,12,2,2.4,988.9
7140,2011,8,12,3,2.7,989.4
7141,2011,8,12,4,2.8,989.8
7142,2011,8,12,5,3.4,990.4
7143,2011,8,12,6,3.7,990.8
7144,2011,8,12,7,4.9,991.2
7145,2011,8,12,8,4.6,992.0
7146,2011,8,12,9,4.4,992.2
7147,2011,8,12,10,4.6,992.8
7148,2011,8,12,11,3.6,993.6
7149,2011,8,12,12,4.3,994.0
7150,2011,8,12,13,4.4,994.5
7151,2011,8,12,14,4.2,994.9
7152,2011,8,12,15,4.6,995.7
7153,2011,8,12,17,3.9,997.0
7154,2011,8,12,18,4.2,997.4
7155,2011,8,12,19,3.7,998.1
7156,2011,8,12,20,4.9,998.9
7157,2011,8,12,21,4.7,999.7
7158,2011,8,12,22,4.9,1000.5
7159,2011,8,12,23,5.0,1001.3
7160,2011,8,13,0,5.2,1002.1
7161,2011,8,13,1,4.9,1002.8
7162,2011,8,13,2,4.4,1003.7
7163,2011,8,13,3,5.0,1004.2
7164,2011,8,13,4,5.6,1004.6
7165,2011,8,13,5,5.4,1005.1
7166,2011,8,13,6,5.9,1005.4
7167,2011,8,13,7,6.2,1006.6
7168,2011,8,13,8,6.2,1007.2
7169,2011,8,13,9,5.7,1007.8
7170,2011,8,13,10,5.8,1008.4
7171,2011,8,13,11,6.1,1008.8
7172,2011,8,13,12,4.9,1009.1
7173,2011,8,13,13,4.6,1009.3
7174,2011,8,13,14,4.4,1009.3
7175,2011,8,13,15,4.8,1009.3
7176,2011,8,13,16,5.2,1009.2
7177,2011,8,13,17,6.0,1009.2
7178,2011,8,13,18,5.2,1009.3
7179,2011,8,13,19,4.0,1009.6
7180,2011,8,13,20,3.4,1009.5
7181,2011,8,13,21,3.6,1009.8
7182,2011,8,13,22,4.0,1010.2
7183,2011,8,13,23,3.7,1010.6
7184,2011,8,14,0,4.5,1011.1
7185,2011,8,14,1,4.1,1011.7
7186,2011,8,14,2,3.5,1012.3
7187,2011,8,14,3,3.7,1013.0
7188,2011,8,14,4,3.9,1013.5
7189,2011,8,14,5,4.0,1014.0
7190,2011,8,14,6,3.9,1014.2
7191,2011,8,14,7,4.0,1014.7
7192,2011,8,14,8,4.2,1015.3
7193,2011,8,14,9,4.8,1015.8
7194,2011,8,14,10,4.9,1016.6
7195,2011,8,14,11,4.6,1017.0
7196,2011,8,14,12,4.4,1017.5
7197,2011,8,14,13,4.8,1018.0
7198,2011,8,14,14,4.4,1018.3
7199,2011,8,14,15,5.0,1018.6
7200,2011,8,14,16,5.2,1018.8
7201,2011,8,14,17,5.7,1019.1
7202,2011,8,14,18,5.4,1019.2
7203,2011,8,14,19,6.3,1019.7
7204,2011,8,14,20,6.0,1020.1
7205,2011,8,14,21,4.5,1020.4
7206,2011,8,14,22,4.3,1020.9
7207,2011,8,14,23,3.8,1021.2
7208,2011,8,15,0,3.6,1021.8
7209,2011,8,15,1,4.5,1022.0
7210,2011,8,15,2,3.8,1022.2
7211,2011,8,15,3,4.0,1022.3
7212,2011,8,15,4,4.6,1022.4
7213,2011,8,15,5,4.5,1022.5
7214,2011,8,15,6,4.4,1022.7
7215,2011,8,15,7,4.2,1022.9
7216,2011,8,15,8,5.3,1023.3
7217,2011,8,15,9,4.7,1023.5
7218,2011,8,15,10,4.9,1023.7
7219,2011,8,15,11,4.9,1024.2
7220,2011,8,15,12,5.0,1024.2
7221,2011,8,15,13,5.2,1024.2
7222,2011,8,15,14,5.3,1024.2
7223,2011,8,15,15,4.8,1024.2
7224,2011,8,15,16,6.1,1024.2
7225,2011,8,15,17,5.1,1024.0
7226,2011,8,15,19,3.0,1023.8
7227,2011,8,15,20,3.6,1023.6
7228,2011,8,15,21,3.1,1023.5
7229,2011,8,15,22,2.6,1023.3
7230,2011,8,15,23,2.8,1023.3
7231,2011,8,16,0,3.4,1023.1
7232,2011,8,16,1,3.4,1022.7
7233,2011,8,16,2,3.6,1022.3
7234,2011,8,16,3,4.1,1022.4
7235,2011,8,16,4,4.4,1022.2
7236,2011,8,16,5,5.1,1022.1
7237,2011,8,16,6,5.3,1022.1
7238,2011,8,16,7,5.4,1022.0
7239,2011,8,16,9,6.4,1022.2
7240,2011,8,16,11,7.0,1023.1
7241,2011,8,16,12,7.5,1023.3
7242,2011,8,16,13,6.3,1023.8
7243,2011,8,16,14,5.6,1023.8
7244,2011,8,16,15,5.4,1023.9
7245,2011,8,16,16,4.9,1024.0
7246,2011,8,16,17,5.0,1024.2
7247,2011,8,16,18,4.2,1024.5
7248,2011,8,16,19,4.2,1024.6
7249,2011,8,16,20,3.9,1025.0
7250,2011,8,16,21,3.4,1025.6
7251,2011,8,16,22,3.1,1025.5
7252,2011,8,16,23,2.9,1025.7
7253,2011,8,17,0,2.9,1025.7
7254,2011,8,17,1,3.3,1025.7
7255,2011,8,17,2,3.0,1025.7
7256,2011,8,17,3,3.0,1025.5
7257,2011,8,17,4,3.2,1025.3
7258,2011,8,17,5,3.1,1025.2
7259,2011,8,17,6,3.1,1025.2
7260,2011,8,17,7,3.7,1025.1
7261,2011,8,17,8,3.7,1024.8
7262,2011,8,17,9,3.4,1024.9
7263,2011,8,17,10,3.5,1024.8
7264,2011,8,17,11,3.6,1025.0
7265,2011,8,17,12,3.3,1024.6
7266,2011,8,17,13,3.9,1024.4
7267,2011,8,17,14,4.2,1023.9
7268,2011,8,17,15,3.2,1023.8
7269,2011,8,17,16,3.9,1023.6
7270,2011,8,17,17,3.8,1023.5
7271,2011,8,17,18,3.9,1023.7
7272,2011,8,17,19,3.6,1023.8
7273,2011,8,17,20,3.2,1023.8
7274,2011,8,17,21,3.2,1023.9
7275,2011,8,17,22,2.8,1024.0
7276,2011,8,17,23,2.9,1023.5
7277,2011,8,18,0,3.2,1023.4
7278,2011,8,18,1,2.8,1023.1
7279,2011,8,18,2,2.6,1023.0
7280,2011,8,18,3,3.5,1023.1
7281,2011,8,18,4,4.2,1023.0
7282,2011,8,18,5,5.3,1022.6
7283,2011,8,18,6,7.0,1022.5
7284,2011,8,18,7,7.6,1022.4
7285,2011,8,18,8,7.3,1022.5
7286,2011,8,18,9,8.1,1022.6
7287,2011,8,18,10,7.8,1022.9
7288,2011,8,18,11,7.8,1022.4
7289,2011,8,18,12,8.2,1022.6
7290,2011,8,18,13,7.7,1022.3
7291,2011,8,18,14,8.1,1021.9
7292,2011,8,18,15,8.1,1022.2
7293,2011,8,18,16,7.5,1021.7
7294,2011,8,18,17,7.5,1021.7
7295,2011,8,18,18,7.0,1021.8
7296,2011,8,18,19,6.4,1021.3
7297,2011,8,18,20,5.4,1021.5
7298,2011,8,18,21,4.6,1021.2
7299,2011,8,18,22,4.2,1021.3
7300,2011,8,18,23,3.7,1021.1
7301,2011,8,19,0,3.8,1021.1
7302,2011,8,19,1,3.7,1020.5
7303,2011,8,19,2,3.2,1020.9
7304,2011,8,19,3,3.7,1020.6
7305,2011,8,19,4,3.1,1020.3
7306,2011,8,19,5,3.5,1020.3
7307,2011,8,19,6,4.8,1020.1
7308,2011,8,19,7,4.9,1019.9
7309,2011,8,19,8,5.3,1020.1
7310,2011,8,19,9,6.1,1019.9
7311,2011,8,19,10,6.1,1019.8
7312,2011,8,19,11,6.7,1019.7
7313,2011,8,19,12,6.2,1019.5
7314,2011,8,19,13,6.1,1019.5
7315,2011,8,19,14,5.5,1019.3
7316,2011,8,19,15,5.8,1019.1
7317,2011,8,19,16,5.2,1019.1
7318,2011,8,19,17,5.2,1019.0
7319,2011,8,19,18,4.2,1018.7
7320,2011,8,19,19,4.7,1018.5
7321,2011,8,19,20,3.9,1018.5
7322,2011,8,19,21,3.9,1018.4
7323,2011,8,19,22,3.4,1018.3
7324,2011,8,19,23,3.3,1018.5
7325,2011,8,20,0,3.1,1018.6
7326,2011,8,20,1,3.0,1018.6
7327,2011,8,20,2,3.2,1018.8
7328,2011,8,20,3,3.2,1018.6
7329,2011,8,20,4,3.4,1018.7
7330,2011,8,20,5,3.0,1018.5
7331,2011,8,20,6,3.5,1018.3
7332,2011,8,20,7,3.7,1017.9
7333,2011,8,20,8,3.7,1017.4
7334,2011,8,20,9,4.9,1016.8
7335,2011,8,20,10,5.6,1016.4
7336,2011,8,20,11,5.4,1016.6
7337,2011,8,20,12,7.3,1016.7
7338,2011,8,20,13,8.1,1016.7
7339,2011,8,20,14,7.4,1016.6
7340,2011,8,20,15,5.5,1016.8
7341,2011,8,20,16,5.6,1016.6
7342,2011,8,20,17,5.8,1016.2
7343,2011,8,20,18,4.8,1015.9
7344,2011,8,20,19,4.3,1015.7
7345,2011,8,20,20,4.1,1015.6
7346,2011,8,20,21,4.2,1015.4
7347,2011,8,20,22,4.7,1015.3
7348,2011,8,20,23,4.8,1015.3
7349,2011,8,21,0,4.7,1015.3
7350,2011,8,21,1,4.8,1015.4
7351,2011,8,21,2,5.1,1015.2
7352,2011,8,21,3,4.8,1014.8
7353,2011,8,21,4,5.0,1014.7
7354,2011,8,21,5,4.9,1014.9
7355,2011,8,21,6,5.3,1015.1
7356,2011,8,21,7,5.3,1015.5
7357,2011,8,21,8,5.9,1015.7
7358,2011,8,21,9,6.2,1016.0
7359,2011,8,21,10,5.6,1016.2
7360,2011,8,21,11,5.7,1016.3
7361,2011,8,21,12,6.3,1016.3
7362,2011,8,21,13,7.1,1016.5
7363,2011,8,21,14,6.5,1016.6
7364,2011,8,21,15,6.9,1016.6
7365,2011,8,21,16,6.6,1016.7
7366,2011,8,21,17,6.2,1016.6
7367,2011,8,21,18,5.8,1016.7
7368,2011,8,21,19,5.4,1016.8
7369,2011,8,21,20,5.5,1016.9
7370,2011,8,21,21,5.4,1017.0
7371,2011,8,21,22,5.3,1017.1
7372,2011,8,21,23,5.1,1017.1
7373,2011,8,22,0,5.1,1017.4
7374,2011,8,22,1,4.5,1017.3
7375,2011,8,22,2,4.3,1017.3
7376,2011,8,22,3,3.8,1017.2
7377,2011,8,22,4,4.0,1017.0
7378,2011,8,22,5,4.5,1017.1
7379,2011,8,22,6,4.2,1016.8
7380,2011,8,22,7,4.2,1016.9
7381,2011,8,22,8,4.4,1016.8
7382,2011,8,22,9,4.2,1016.8
7383,2011,8,22,10,3.9,1016.5
7384,2011,8,22,11,4.0,1016.7
7385,2011,8,22,12,3.8,1016.7
7386,2011,8,22,13,3.7,1016.6
7387,2011,8,22,14,3.3,1016.3
7388,2011,8,22,15,3.2,1016.3
7389,2011,8,22,16,3.6,1016.2
7390,2011,8,22,17,3.6,1016.4
7391,2011,8,22,18,3.5,1016.4
7392,2011,8,22,19,3.7,1016.6
7393,2011,8,22,20,3.3,1017.0
7394,2011,8,22,21,3.6,1017.4
7395,2011,8,22,22,2.8,1017.7
7396,2011,8,22,23,2.7,1017.9
7397,2011,8,23,0,2.6,1018.4
7398,2011,8,23,1,2.8,1018.7
7399,2011,8,23,2,3.1,1019.0
7400,2011,8,23,3,3.0,1019.4
7401,2011,8,23,4,2.9,1019.7
7402,2011,8,23,5,3.1,1019.8
7403,2011,8,23,6,3.1,1020.1
7404,2011,8,23,7,3.2,1020.5
7405,2011,8,23,8,3.2,1020.9
7406,2011,8,23,9,3.1,1021.3
7407,2011,8,23,10,2.9,1021.6
7408,2011,8,23,11,3.3,1021.6
7409,2011,8,23,12,3.0,1021.6
7410,2011,8,23,13,2.9,1021.7
7411,2011,8,23,14,3.5,1021.8
7412,2011,8,23,15,3.7,1021.8
7413,2011,8,23,16,3.6,1021.7
7414,2011,8,23,17,4.0,1021.8
7415,2011,8,23,18,3.9,1021.7
7416,2011,8,23,19,3.7,1021.8
7417,2011,8,23,20,3.4,1021.9
7418,2011,8,23,22,3.8,1022.0
7419,2011,8,23,23,3.6,1022.0
7420,2011,8,24,0,3.6,1021.9
7421,2011,8,24,1,3.8,1021.8
7422,2011,8,24,2,3.7,1021.7
7423,2011,8,24,3,3.7,1021.5
7424,2011,8,24,4,3.4,1021.3
7425,2011,8,24,5,3.5,1021.3
7426,2011,8,24,6,3.5,1021.0
7427,2011,8,24,7,3.6,1021.1
7428,2011,8,24,8,3.5,1021.0
7429,2011,8,24,9,3.5,1021.0
7430,2011,8,24,10,3.5,1020.9
7431,2011,8,24,11,3.7,1020.8
7432,2011,8,24,12,3.5,1020.7
7433,2011,8,24,13,3.6,1020.5
7434,2011,8,24,14,3.6,1020.4
7435,2011,8,24,15,3.4,1020.3
7436,2011,8,24,16,3.6,1019.8
7437,2011,8,24,18,3.6,1019.6
7438,2011,8,24,19,3.5,1019.5
7439,2011,8,24,20,3.4,1019.6
7440,2011,8,24,21,3.5,1019.7
7441,2011,8,24,22,3.7,1019.7
7442,2011,8,24,23,3.5,1019.8
7443,2011,8,25,0,3.5,1019.7
7444,2011,8,25,1,3.6,1019.9
7445,2011,8,25,2,3.7,1020.0
7446,2011,8,25,3,3.9,1020.0
7447,2011,8,25,4,3.8,1020.0
7448,2011,8,25,5,3.5,1020.2
7449,2011,8,25,6,3.5,1020.2
7450,2011,8,25,7,3.4,1020.3
7451,2011,8,25,8,3.8,1020.4
7452,2011,8,25,9,4.1,1020.4
7453,2011,8,25,10,4.2,1020.6
7454,2011,8,25,11,3.8,1020.6
7455,2011,8,25,12,3.8,1020.5
7456,2011,8,25,13,3.5,1020.7
7457,2011,8,25,14,3.7,1020.6
7458,2011,8,25,15,3.9,1020.3
7459,2011,8,25,16,3.6,1020.0
7460,2011,8,25,17,3.1,1020.2
7461,2011,8,25,18,2.8,1020.2
7462,2011,8,25,19,3.1,1020.0
7463,2011,8,25,20,3.3,1020.1
7464,2011,8,25,21,3.4,1020.2
7465,2011,8,25,22,3.3,1020.1
7466,2011,8,25,23,3.0,1020.3
7467,2011,8,26,0,2.8,1020.3
7468,2011,8,26,1,2.9,1020.5
7469,2011,8,26,2,2.8,1020.5
7470,2011,8,26,3,3.1,1020.5
7471,2011,8,26,4,3.1,1020.4
7472,2011,8,26,5,3.3,1020.4
7473,2011,8,26,6,3.8,1020.5
7474,2011,8,26,7,4.4,1020.7
7475,2011,8,26,8,4.2,1020.9
7476,2011,8,26,9,5.3,1021.1
7477,2011,8,26,10,5.4,1021.2
7478,2011,8,26,11,5.4,1021.4
7479,2011,8,26,12,5.3,1021.5
7480,2011,8,26,13,5.4,1021.3
7481,2011,8,26,14,5.4,1021.2
7482,2011,8,26,15,5.8,1021.1
7483,2011,8,26,16,5.8,1020.9
7484,2011,8,26,17,6.0,1020.9
7485,2011,8,26,18,5.2,1020.7
7486,2011,8,26,19,4.8,1020.8
7487,2011,8,26,20,4.5,1020.7
7488,2011,8,26,21,4.4,1020.6
7489,2011,8,26,22,4.0,1020.6
7490,2011,8,26,23,3.9,1020.5
7491,2011,8,27,0,3.9,1020.5
7492,2011,8,27,1,4.0,1020.3
7493,2011,8,27,2,3.9,1020.0
7494,2011,8,27,3,3.8,1019.6
7495,2011,8,27,4,3.5,1019.4
7496,2011,8,27,5,3.3,1019.2
7497,2011,8,27,6,3.3,1019.0
7498,2011,8,27,7,3.4,1018.8
7499,2011,8,27,8,3.6,1018.6
7500,2011,8,27,9,3.5,1018.3
7501,2011,8,27,10,3.6,1018.1
7502,2011,8,27,11,4.0,1017.8
7503,2011,8,27,12,4.2,1017.4
7504,2011,8,27,13,4.6,1016.8
7505,2011,8,27,14,4.9,1016.4
7506,2011,8,27,15,4.5,1016.0
7507,2011,8,27,16,4.0,1015.3
7508,2011,8,27,18,4.3,1014.2
7509,2011,8,27,19,3.4,1013.8
7510,2011,8,27,20,3.2,1013.8
7511,2011,8,27,21,2.9,1013.6
7512,2011,8,27,22,2.9,1013.4
7513,2011,8,27,23,3.0,1013.1
7514,2011,8,28,0,3.4,1012.9
7515,2011,8,28,1,3.4,1012.6
7516,2011,8,28,2,2.8,1012.3
7517,2011,8,28,3,2.5,1012.0
7518,2011,8,28,4,3.0,1011.8
7519,2011,8,28,5,3.1,1011.6
7520,2011,8,28,6,3.5,1011.4
7521,2011,8,28,7,3.6,1011.3
7522,2011,8,28,8,3.7,1011.3
7523,2011,8,28,9,3.8,1011.1
7524,2011,8,28,10,3.3,1011.0
7525,2011,8,28,11,3.4,1010.9
7526,2011,8,28,12,3.8,1010.8
7527,2011,8,28,13,3.6,1010.7
7528,2011,8,28,14,3.0,1010.7
7529,2011,8,28,15,2.4,1010.8
7530,2011,8,28,16,2.1,1010.9
7531,2011,8,28,17,2.3,1010.8
7532,2011,8,28,18,2.4,1010.9
7533,2011,8,28,19,2.3,1010.9
7534,2011,8,28,20,2.4,1010.9
7535,2011,8,28,21,2.4,1011.0
7536,2011,8,28,22,2.4,1011.0
7537,2011,8,28,23,2.4,1010.8
7538,2011,8,29,0,2.2,1011.1
7539,2011,8,29,1,2.2,1011.2
7540,2011,8,29,2,2.1,1011.1
7541,2011,8,29,3,2.5,1010.9
7542,2011,8,29,4,2.6,1010.7
7543,2011,8,29,5,2.5,1010.6
7544,2011,8,29,6,2.7,1010.6
7545,2011,8,29,7,3.0,1010.6
7546,2011,8,29,8,3.5,1010.7
7547,2011,8,29,9,4.1,1010.8
7548,2011,8,29,10,3.8,1010.9
7549,2011,8,29,11,3.9,1010.9
7550,2011,8,29,12,4.4,1010.8
7551,2011,8,29,13,4.3,1010.7
7552,2011,8,29,14,4.2,1010.7
7553,2011,8,29,15,4.1,1010.6
7554,2011,8,29,16,4.0,1010.5
7555,2011,8,29,17,4.0,1010.6
7556,2011,8,29,18,3.9,1010.5
7557,2011,8,29,19,3.7,1010.5
7558,2011,8,29,20,3.5,1010.5
7559,2011,8,29,21,3.5,1010.4
7560,2011,8,29,22,3.6,1010.3
7561,2011,8,29,23,3.6,1010.3
7562,2011,8,30,0,3.6,1010.3
7563,2011,8,30,1,3.7,1010.5
7564,2011,8,30,2,3.6,1010.4
7565,2011,8,30,3,3.5,1010.5
7566,2011,8,30,4,3.6,1010.5
7567,2011,8,30,5,3.7,1010.5
7568,2011,8,30,6,3.9,1010.8
7569,2011,8,30,7,4.0,1011.0
7570,2011,8,30,8,3.7,1011.2
7571,2011,8,30,9,3.6,1011.5
7572,2011,8,30,10,3.5,1011.7
7573,2011,8,30,11,3.7,1012.1
7574,2011,8,30,12,3.8,1012.2
7575,2011,8,30,13,3.8,1012.4
7576,2011,8,30,14,3.7,1012.6
7577,2011,8,30,15,3.6,1012.7
7578,2011,8,30,16,3.3,1012.9
7579,2011,8,30,17,3.2,1013.2
7580,2011,8,30,18,2.6,1013.2
7581,2011,8,30,19,2.2,1013.1
7582,2011,8,30,20,2.2,1013.4
7583,2011,8,30,21,2.4,1013.4
7584,2011,8,30,22,2.5,1013.4
7585,2011,8,30,23,2.5,1013.6
7586,2011,8,31,0,2.4,1013.6
7587,2011,8,31,1,2.3,1013.6
7588,2011,8,31,2,2.3,1013.5
7589,2011,8,31,3,2.2,1013.3
7590,2011,8,31,4,2.4,1013.2
7591,2011,8,31,5,2.6,1013.1
7592,2011,8,31,6,2.9,1013.0
7593,2011,8,31,7,3.5,1012.8
7594,2011,8,31,8,4.0,1012.9
7595,2011,8,31,9,5.0,1012.8
7596,2011,8,31,10,5.1,1012.8
7597,2011,8,31,11,5.3,1012.9
7598,2011,8,31,12,5.4,1012.9
7599,2011,8,31,13,5.2,1012.4
7600,2011,8,31,14,5.8,1012.3
7601,2011,8,31,15,4.3,1012.1
7602,2011,8,31,16,4.0,1011.9
7603,2011,8,31,17,4.1,1011.3
7604,2011,8,31,18,3.6,1011.1
7605,2011,8,31,19,3.3,1010.6
7606,2011,8,31,20,3.2,1010.3
7607,2011,8,31,21,3.2,1010.2
7608,2011,8,31,22,3.1,1009.9
7609,2011,8,31,23,3.0,1009.6
7610,2011,9,1,0,3.0,1009.4
7611,2011,9,1,1,3.0,1009.1
7612,2011,9,1,2,3.0,1008.6
7613,2011,9,1,3,3.3,1008.1
7614,2011,9,1,4,3.3,1007.7
7615,2011,9,1,5,3.6,1007.1
7616,2011,9,1,6,3.5,1006.6
7617,2011,9,1,8,4.7,1005.6
7618,2011,9,1,9,5.3,1005.2
7619,2011,9,1,10,5.1,1005.0
7620,2011,9,1,11,4.7,1004.8
7621,2011,9,1,12,5.1,1004.4
7622,2011,9,1,13,6.9,1004.0
7623,2011,9,1,14,7.4,1003.7
7624,2011,9,1,15,5.1,1003.5
7625,2011,9,1,16,4.9,1003.2
7626,2011,9,1,17,5.8,1003.1
7627,2011,9,1,18,6.5,1002.7
7628,2011,9,1,19,6.4,1002.7
7629,2011,9,1,20,6.1,1002.8
7630,2011,9,1,21,5.7,1002.7
7631,2011,9,1,22,5.1,1002.6
7632,2011,9,1,23,4.1,1002.6
7633,2011,9,2,0,4.1,1002.5
7634,2011,9,2,1,5.7,1002.4
7635,2011,9,2,2,4.6,1003.1
7636,2011,9,2,3,3.7,1003.5
7637,2011,9,2,4,3.2,1003.7
7638,2011,9,2,5,2.6,1004.2
7639,2011,9,2,6,2.7,1004.6
7640,2011,9,2,7,2.4,1005.3
7641,2011,9,2,8,2.3,1005.7
7642,2011,9,2,9,2.3,1006.4
7643,2011,9,2,10,2.4,1007.0
7644,2011,9,2,11,2.3,1007.4
7645,2011,9,2,12,2.3,1008.0
7646,2011,9,2,13,2.5,1008.7
7647,2011,9,2,14,2.4,1009.2
7648,2011,9,2,15,2.2,1009.6
7649,2011,9,2,16,2.4,1009.9
7650,2011,9,2,17,2.4,1010.0
7651,2011,9,2,18,2.3,1010.4
7652,2011,9,2,19,2.4,1010.8
7653,2011,9,2,20,2.0,1011.2
7654,2011,9,2,21,1.8,1011.5
7655,2011,9,2,22,1.7,1011.7
7656,2011,9,2,23,1.6,1011.9
7657,2011,9,3,0,1.5,1012.1
7658,2011,9,3,1,1.5,1012.2
7659,2011,9,3,2,1.3,1012.1
7660,2011,9,3,3,0.9,1012.0
7661,2011,9,3,4,0.8,1011.7
7662,2011,9,3,5,1.1,1011.9
7663,2011,9,3,6,1.4,1011.8
7664,2011,9,3,7,1.5,1012.0
7665,2011,9,3,8,1.5,1012.3
7666,2011,9,3,9,1.5,1012.7
7667,2011,9,3,10,1.8,1013.4
7668,2011,9,3,11,1.8,1013.9
7669,2011,9,3,12,2.1,1014.2
7670,2011,9,3,13,2.2,1014.6
7671,2011,9,3,14,2.1,1014.7
7672,2011,9,3,15,2.0,1015.1
7673,2011,9,3,16,1.9,1015.1
7674,2011,9,3,17,1.9,1015.3
7675,2011,9,3,18,1.8,1015.3
7676,2011,9,3,19,1.7,1015.2
7677,2011,9,3,20,1.3,1015.3
7678,2011,9,3,21,1.6,1015.3
7679,2011,9,3,22,2.2,1015.1
7680,2011,9,4,0,2.2,1015.0
7681,2011,9,4,1,2.0,1014.7
7682,2011,9,4,2,2.1,1014.4
7683,2011,9,4,3,2.1,1013.8
7684,2011,9,4,4,2.3,1013.4
7685,2011,9,4,5,2.5,1013.1
7686,2011,9,4,6,2.7,1012.8
7687,2011,9,4,7,2.6,1012.6
7688,2011,9,4,8,2.7,1012.1
7689,2011,9,4,9,3.0,1011.6
7690,2011,9,4,10,3.3,1011.2
7691,2011,9,4,11,3.3,1010.9
7692,2011,9,4,12,3.3,1010.5
7693,2011,9,4,13,3.5,1010.2
7694,2011,9,4,14,3.4,1009.8
7695,2011,9,4,15,4.3,1009.1
7696,2011,9,4,16,3.4,1008.5
7697,2011,9,4,17,3.4,1008.0
7698,2011,9,4,18,3.5,1007.4
7699,2011,9,4,19,3.0,1006.9
7700,2011,9,4,20,3.2,1006.4
7701,2011,9,4,21,3.1,1006.0
7702,2011,9,4,22,3.3,1005.6
7703,2011,9,4,23,3.3,1005.3
7704,2011,9,5,0,3.4,1004.8
7705,2011,9,5,1,4.2,1004.3
7706,2011,9,5,2,4.2,1003.9
7707,2011,9,5,3,4.6,1003.3
7708,2011,9,5,4,4.0,1002.7
7709,2011,9,5,5,4.5,1001.7
